AverageReturn,MaximumReturn,MinimumReturn,Iteration,TotalSamples
-9.09342038538598,-0.11055816225853683,-62.51043254229993,,3332
-7.355261708819923,-0.07350351276498819,-58.21393660707866,1,4998
-2.1657725384190814,-0.04129255218213684,-26.289335337172517,2,6664
-0.26556955286001505,-0.02952977288785448,-3.9538581287253236,3,8330
-0.046660631613451437,-0.01871265382289263,-0.11745576545471553,4,9996
-0.14846925602908803,-0.019430803016111033,-0.8889483332706132,5,11662
-0.6106233613968556,-0.07253933280330499,-1.6786850210772497,6,13328
-4.392734572117774,-0.053436366833774125,-25.347235897767963,7,14994
-73.20793704787705,-0.025048633636182347,-118.92069595293374,8,16660
-26.631729473265853,-0.25382846473057347,-99.39661322027351,9,18326
-46.42732831383924,-1.213910929402431,-112.75501711943323,10,19992
-75.75929545505214,-2.9560060448881833,-97.99576572917933,11,21658
-0.37760328954829814,-0.044733490373293806,-2.4408813901487694,12,23324
-52.39554439206316,-0.09674181943069009,-92.19662682673162,13,24990
-1.0940022094809994,-0.03531524474640172,-10.772863036916592,14,26656
-6.281913614368921,-0.0843757142195937,-69.88422705087456,15,28322
-12.106931849947593,-0.047760084333225775,-108.25862207061633,16,29988
-29.57705627419525,-0.12024952357687266,-67.86966083857828,17,31654
-56.3711445091169,-0.1758825134144731,-127.00869450359426,18,33320
-69.57972050343454,-0.21484318466962182,-126.16474425695026,19,34986
-53.331360774112035,-0.06380427941207904,-147.9811899900229,20,36652
-86.92918007767976,-29.34556545480691,-141.34066899892994,21,38318
-27.859814778264585,-0.14677991827981102,-97.69184517073045,22,39984
-41.03976338996966,-0.06047831279634344,-93.43104205945805,23,41650
-1.0745176762425808,-0.16383340555501458,-7.314444529852599,24,43316
-46.2848806647855,-0.1834491641148418,-125.63329039573814,25,44982
-89.8373210742779,-0.12127490976785471,-141.41743037391575,26,46648
-99.1702396880956,-0.6858532619874913,-145.66002993215588,27,48314
-82.53870567753482,-0.16771419033345666,-149.2369282748221,28,49980
-93.2079568381931,-0.6303261987482562,-145.21419143640088,29,51646
-135.29203489455992,-56.09389306442293,-167.7917768590909,30,53312
-96.74334563429504,-0.1720716674462528,-156.70514443710965,31,54978
-131.74432181839668,-55.2739476288681,-178.07203488742275,32,56644
-66.38534078959724,-0.22569717169349887,-152.23336956334165,33,58310
-35.17777129851632,-0.20713215685163983,-140.16630301689537,34,59976
-61.65284770318098,-0.2628249903690528,-183.78713362362086,35,61642
-11.180224554555785,-0.4398492379369661,-81.07922398706636,36,63308
-3.6515939154748507,-0.2652816196125089,-51.556409947000994,37,64974
-1.1935183421396993,-0.1344728389190699,-15.393064100024866,38,66640
-26.089212811194166,-0.1563094557311574,-118.98997901103083,39,68306
-21.067817683428412,-0.15249911654322246,-129.13581435049937,40,69972
-3.4350217316822222,-0.1590092447492174,-60.00188455099217,41,71638
-65.256409205394,-0.13620166495362004,-148.6859562564962,42,73304
-5.6164842779055935,-0.09681278213087177,-59.902661100015294,43,74970
-42.454086412125314,-0.1573172008635252,-110.8385885107009,44,76636
-6.9950496203026,-0.15683325108088061,-47.450101790468764,45,78302
-22.779023290636868,-0.22764160834317754,-83.64848409267005,46,79968
-49.76658927297899,-0.6142711935519028,-129.0878442107392,47,81634
-40.26171306071368,-0.641992907153918,-145.8934939603845,48,83300
-68.14658164036618,-0.6748080489217887,-156.43670755935634,49,84966
-11.566991732253436,-0.7201587797597829,-74.13878301527728,50,86632
-2.0339130128488687,-0.396200080630744,-5.989874047043832,51,88298
-1.1219571288300885,-0.2200663876931291,-13.306783966337058,52,89964
-18.95073106267005,-0.1197495570316174,-71.32014338279586,53,91630
-76.69965928347148,-0.38934957130146775,-162.80659562298402,54,93296
-39.415871466213815,-0.19249112910751526,-128.8065904036064,55,94962
-8.323348805613003,-0.5597411835359706,-58.74409444761702,56,96628
-5.531132251596023,-0.21662493210834782,-92.34304108195413,57,98294
-37.4164393468847,-0.22278636471413607,-96.07131436501474,58,99960
-27.453579225884834,-0.16822186145610105,-116.8257996737486,59,101626
-30.92229986085519,-0.07607887083714342,-110.04048996010548,60,103292
-24.84872755220715,-0.22829099427876803,-103.54793199788236,61,104958
-92.20726044310213,-0.21428045865818837,-158.6553244163195,62,106624
-49.58898202337713,-0.29280582337449984,-118.6277419105094,63,108290
-52.49017304108721,-0.497812231050467,-167.27955998034713,64,109956
-34.36050479740484,-0.2892939027056099,-96.19729014539459,65,111622
-40.69447394885615,-0.38389881520100116,-88.87753736994091,66,113288
-19.46075365250417,-0.30551002978121866,-79.95846129326502,67,114954
-10.371463747114602,-0.11776348722171535,-60.15110601990824,68,116620
-16.285294665622267,-0.19753972670082068,-159.68775605195228,69,118286
-2.573508904988083,-0.272614164003658,-50.7456506674785,70,119952
-33.80306306944502,-0.14507997361694241,-96.59201526855163,71,121618
-34.25573775946695,-0.2953484579335945,-93.68242191425026,72,123284
-40.310712615184514,-0.19062494257708307,-171.58127303276856,73,124950
-16.84617920523516,-0.15107084130504725,-57.05613778998745,74,126616
-13.059152295945061,-0.16636402289493912,-76.14314962822156,75,128282
-3.3733419811154657,-0.14704259672451658,-64.43485295638871,76,129948
-0.9490531998916203,-0.18384919163094118,-3.134199264311847,77,131614
-16.6525048202012,-0.18752957072251278,-108.16383477768304,78,133280
-22.302678089160295,-0.24541581738232923,-117.45874915991551,79,134946
