MinimumReturn,Iteration,AverageReturn,MaximumReturn,TotalSamples
121.05455762870908,,171.16808197845955,197.68392111701013,6666
119.81772122132436,1,172.2522639060735,198.93618025225382,9999
106.7871733641538,2,165.24595839467153,198.97567935300097,13332
122.24259602755491,3,170.23777888556612,199.21165211900674,16665
119.61846039618024,4,175.13653402110856,199.29744027778773,19998
128.86918044568932,5,169.2256607540346,197.9921837411746,23331
129.81500654578687,6,180.73206806390925,198.94858655031632,26664
127.43294690465129,7,171.2919769348429,199.29932222471695,29997
114.92379960072633,8,164.91203142393772,198.9775223126483,33330
129.50212111657652,9,176.09906171669624,199.2600737879212,36663
129.16549530295822,10,176.48276404839027,198.8881989735389,39996
134.01215562269113,11,176.56989447168743,199.20944612776537,43329
122.5248914465424,12,171.6670521779423,199.16240746682655,46662
120.39681030172788,13,175.77942637784187,199.3231659231277,49995
126.29836086591564,14,176.09057361857114,199.06232555663533,53328
100.6832653090816,15,163.12102779275006,199.15468826741065,56661
115.34674736360256,16,165.55333403229972,199.3396644821741,59994
125.51751049422671,17,169.57042293586784,198.73268683975664,63327
105.55899264514052,18,167.2795851404991,198.83907015095392,66660
127.34824128099518,19,169.11307317615734,198.7327044740479,69993
127.84851664876524,20,172.21920245190427,198.92905872108398,73326
122.89566237927681,21,169.087924690352,198.88202317239688,76659
118.92749047261847,22,173.75094937652023,199.2297424930363,79992
124.43049858038727,23,167.7021708707268,199.07068245650422,83325
123.76501188681956,24,174.99778176965035,199.04435683973566,86658
127.04258845518608,25,170.8628164332841,199.24901447478143,89991
116.78623980793535,26,166.23074524868585,199.01601921521313,93324
125.9538778508024,27,169.76092118870736,199.18803011422887,96657
116.79484381430922,28,169.89077478101655,198.6728709765718,99990
118.64542980270959,29,166.993831018445,199.00411751141667,103323
134.07068733890844,30,174.3539116719109,198.675218819394,106656
126.2491832456103,31,168.90860377397257,199.03377306120342,109989
127.56166900199526,32,172.8442695325257,199.29814411708924,113322
132.20336482156372,33,178.64310648474077,199.14963690720091,116655
126.09909736021531,34,159.51946352710368,197.23470038428,119988
124.02090204132466,35,168.4499780656718,199.10828414027677,123321
128.34870714257983,36,177.55499793358996,199.30252305176495,126654
119.17366618317007,37,158.884932211675,198.3593241156966,129987
118.08519856203361,38,173.11743227010288,199.25293500601606,133320
132.77371468742948,39,176.3318645133474,199.06128432529533,136653
