AverageReturn,Iteration,MinimumReturn,MaximumReturn,TotalSamples
-2540.1006221629536,,-3165.9333383883213,-1972.3594035298424,8000
-2075.359987819638,1,-2213.9924767314737,-1808.8597991841928,12000
-1893.5934766675066,2,-2687.409615354554,-1501.2162733252933,16000
-759.0169904092317,3,-1165.2552278945407,-534.7953968915353,20000
-898.1658080937233,4,-1584.370590207107,196.80555940032326,24000
-585.1903512733496,5,-1640.6563704697949,111.92881577226996,28000
341.2516023201612,6,-1401.9155212226217,1331.7376766503396,32000
-49.791254672224966,7,-794.2087515050438,510.60488449823157,36000
623.805717615776,8,-63.230780223696264,1101.5373681574872,40000
1265.9885422643003,9,748.5324495854645,1677.5724574402616,44000
705.7693832732751,10,-2045.386013195305,1979.9776572702074,48000
625.2720322143414,11,-1804.8315061845644,1552.5165258291959,52000
1276.827075280479,12,486.5668814394112,1973.787669266459,56000
288.44029808145063,13,-1472.108291566663,1402.7211115473394,60000
486.2326081587408,14,-1215.5884663463155,1839.3929327475971,64000
226.55761141527182,15,-866.5749769962789,1725.16003216933,68000
270.4140194013831,16,-1508.7328762959573,1595.7282559818475,72000
218.4334100926143,17,-576.2500977150058,1199.5455044905775,76000
529.4064502397414,18,-1002.2706595306419,1243.2738175414877,80000
-50.979206144592276,19,-1896.3604654106693,970.86397084487,84000
966.452726047955,20,-902.4415708661679,2236.7052946291906,88000
1659.2070480889108,21,-585.77202486403,2469.5499671219677,92000
1036.4477394946728,22,-1035.1465607110927,2512.5838866162953,96000
2026.4663650322884,23,1089.6958772138066,2427.795055502805,100000
1298.4248644856782,24,-499.90467298571,2531.6216060372244,104000
1047.7534766063325,25,-929.0568703695017,2685.2674767683375,108000
1867.4618760198553,26,1037.3636470693139,2508.680598548768,112000
920.3979778911731,27,175.34193606941258,1974.2047092556788,116000
2112.6687951009803,28,1407.3022957738544,2620.049408094709,120000
1033.7193859297058,29,-1141.1165270976014,2454.4176187762114,124000
1866.3380783647826,30,386.8682533011608,2544.4459788830122,128000
1107.8647675342456,31,-588.3665050164539,2420.3737645390825,132000
1338.9833071885248,32,-1094.0065065236822,2435.193082241669,136000
