AverageReturn,TotalSamples,MinimumReturn,Iteration,MaximumReturn
-5.554269785657359,8007,-21.954031400916694,,0.5723076881213425
-5.66797237631233,12008,-17.392174611777733,1,1.7859316723478518
-5.714176854545735,16010,-19.61602784138565,2,0.14566756575201234
-5.764311326180912,20010,-15.05433824803595,3,1.7708672888795376
-5.659138440546141,24018,-21.275554119317125,4,1.2645251073718193
-5.702555635607582,28020,-18.954366219407945,5,1.8370222011949697
-5.82191160483042,32020,-16.201898214139536,6,2.055265559219493
-5.8570619337666034,36020,-18.610516550611514,7,0.17175861302259987
-5.906478068333821,40020,-18.437139492744265,8,1.6129412298974386
-5.866543725464316,44033,-20.310683578532583,9,2.8688897119416525
-6.060098931591201,48034,-20.369168637883792,10,2.507935434264206
-5.891226051941397,52036,-20.06877887097059,11,2.4245337730365506
-5.937415384497212,56046,-19.088270786722216,12,3.595968811683973
-5.706804924146084,60048,-18.984902528870705,13,1.6955834288754676
-6.057240744862026,64054,-19.691380711447728,14,3.725202900461851
-6.1677432156248555,68055,-20.488578502288725,15,1.8415117546742654
-6.115088796502436,72061,-16.148865935830266,16,3.1620077390025227
-6.131546619708077,76069,-19.551149187735213,17,-0.26240788159379447
-5.85652692959582,80075,-20.74106189965344,18,3.681878028330317
-5.718598946547022,84083,-19.239158982296747,19,3.011365523720182
-5.842151736696286,88085,-18.764608867439836,20,0.5063334393955734
-6.0855533077431225,92089,-20.592256553917807,21,1.376564796584462
-5.936060969315654,96090,-20.567840054500966,22,1.9178738399463997
-5.789107876529669,100095,-17.472265662876683,23,0.9845771185981671
-5.920610434325408,104099,-18.123439851876043,24,1.744006911515619
-6.146267321022348,108102,-23.048557881840118,25,1.1395226651230237
-6.374423944465628,112106,-21.14013517336498,26,0.7274707923104602
-6.134123899317218,116108,-18.976174522950373,27,0.3613415272643763
-6.009268304335651,120108,-17.755912737495493,28,1.7435350163241992
-5.887991703299098,124108,-18.959436494234936,29,1.8397678965207072
-5.922259097472129,128112,-18.37772540337603,30,3.649281432957328
-6.013855247653167,132118,-20.008649604875153,31,2.4003841907263435
-5.753060360470997,136121,-20.11334308380637,32,1.8631905401098676
