AverageReturn,Iteration,MinimumReturn,TotalSamples,MaximumReturn
-1344.7758596286283,,-2013.633630804874,8000,-595.1675781172896
-1972.3204970847637,1,-2347.3247572349583,12000,-1722.6295382007477
-871.9327368964842,2,-1581.080186440281,16000,731.7282227011198
204.38732166322734,3,-2027.7645108965592,20000,905.6485159329976
-574.153948515837,4,-2593.321299748598,24000,1388.0758106634623
-164.5929282403586,5,-785.8011441885541,28000,1026.1546774955389
464.4785659336451,6,-429.41875801382184,32000,1352.9634711611052
1017.1800412966376,7,-1235.8342604359932,36000,1934.3185864336654
867.9847272966794,8,-34.49532155336404,40000,1528.8527292440485
2052.286299387346,9,1805.8115899424515,44000,2268.0588434118104
1497.6636169768988,10,199.50135058634493,48000,2373.367062963703
1834.5128691093578,11,1369.1224822478,52000,2286.509988828442
1497.9862493121252,12,1168.481405006222,56000,2228.1203194679138
1515.8845452508988,13,977.3428976804727,60000,1897.37577377762
1428.1896556784989,14,-454.4973798349062,64000,2134.4316696138662
1836.5327369425293,15,1504.8847904136185,68000,2417.716055600927
1456.6970689664952,16,1308.0438572998487,72000,1670.6021265847196
1691.3344566629632,17,82.90831040421409,76000,2555.997018552902
1884.6153812683842,18,1443.9118510445462,80000,2230.618675522278
2009.3688745739362,19,1637.550914504057,84000,2334.948142333749
1982.4724234718378,20,1063.7549193820587,88000,2417.9222001344074
1887.634494335897,21,1530.1153804264768,92000,2431.147167006991
1922.3936155481822,22,794.9794113313925,96000,2657.3132638407606
2492.2450926139195,23,2349.6341681303943,100000,2637.9295898767195
2127.062910169454,24,1421.839338115808,104000,2658.0969113775395
2375.531185701266,25,1872.915555707004,108000,2640.5053039221816
2136.216459717115,26,985.1627047011638,112000,2755.7836515981767
1935.1612088402926,27,1057.303442151035,116000,2685.733297077183
1884.1347361492692,28,1356.5057715831263,120000,2553.872329970154
2328.0734076054773,29,2043.6366490380656,124000,2490.0040091818983
2225.986518789114,30,1592.7762952880971,128000,2583.3011669101347
1375.743830918712,31,-2757.1042344726793,132000,2457.239623165099
2148.7258374408316,32,1110.5212427996667,136000,2630.2302270481764
