AverageReturn,TotalSamples,MinimumReturn,Iteration,MaximumReturn
-3.2196185761962464,3332,-30.20971752727863,,-0.025676995457466663
-44.27122418947404,4998,-86.57434800838463,1,-0.7087578751754897
-1.5882908615094382,6664,-26.197749396457386,2,-0.05295750646810905
-0.03332323271428115,8330,-0.054432091253444795,3,-0.020571466840363584
-0.04486268272911561,9996,-0.06034512854022144,4,-0.02625347092035777
-0.019148443920167204,11662,-0.0739764071961122,5,-0.0070999456550105144
-0.0375385716641926,13328,-0.048861210183035825,6,-0.02400012326133167
-0.008809165112923779,14994,-0.011736746567707646,7,-0.005494624691673856
-57.008042497869134,16660,-87.45168201501595,8,-29.76241300365177
-0.044680405457100274,18326,-0.34665823283412683,9,-0.012351078646562113
-0.1075999403779271,19992,-0.5440752389260504,10,-0.04361287541527846
-0.0031340492255656303,21658,-0.0040524610520652204,11,-0.0022684457274048248
-71.23530113393996,23324,-103.9106205641644,12,-43.9454431107399
-0.10256451778578801,24990,-0.15905081317922226,13,-0.052448850697512
-0.003830982424073313,26656,-0.005359294699265316,14,-0.003275956180739485
-0.003864145040825982,28322,-0.0055842147499268295,15,-0.0024259406879017817
-0.0009883709647073725,29988,-0.001377051815348168,16,-0.0005896672558623466
-0.028008310518616485,31654,-0.039626005217491864,17,-0.018205882480842095
-2.520389824468161,33320,-13.657453085703555,18,-0.15491407791300502
-0.03220941375751036,34986,-0.06870195426205748,19,-0.019250501769287925
-0.004223988428844261,36652,-0.005643907815158826,20,-0.002765811262884596
-0.0010653638924697476,38318,-0.0015289157131713196,21,-0.0007352426634315446
-20.564384442354463,39984,-56.964544142976614,22,-0.04673453823090337
-49.37824795639177,41650,-87.28140043676999,23,-2.034830969544652
-0.11288779666327015,43316,-0.3025500434966961,24,-0.058389749675012995
-0.015866422728855193,44982,-0.023177450621994843,25,-0.010301287403548177
-0.03697532317389321,46648,-0.055579825831204396,26,-0.019349711808806788
-0.005788773632883948,48314,-0.007274934821722887,27,-0.004226229408237314
-10.127636355975278,49980,-44.0212474604574,28,-0.042410743423975814
-1.51092851602024,51646,-36.416970245375865,29,-0.031510228519157246
-0.005852618272545067,53312,-0.008037098704711105,30,-0.0040834528989971966
-0.008420305784562316,54978,-0.011799101358003366,31,-0.0058780789570752915
-0.04447809633740391,56644,-0.08416953223952758,32,-0.0232135948793399
-0.013482795135472403,58310,-0.01785261287774326,33,-0.008566066151105587
-0.0007799591651635553,59976,-0.0011455307697043544,34,-0.0005338772667651698
-0.030407261061378296,61642,-0.047153185113894526,35,-0.01667455023943073
-0.0010353591760529017,63308,-0.0016072482289086712,36,-0.0007220391209145908
-0.0009400112156049395,64974,-0.0012496262436486585,37,-0.0006592033865876971
-0.0065367854406795465,66640,-0.00859631845514022,38,-0.004853440983572244
-0.0013966085273480749,68306,-0.0016531757409923393,39,-0.000823986578462044
-0.0022274927383908183,69972,-0.002837339738314817,40,-0.0013048044751286247
-0.009271470342461114,71638,-0.015285444466155032,41,-0.005367514193655169
-0.000941501644798794,73304,-0.0018575617410294472,42,-0.0006280030517904361
-0.0016735279779239792,74970,-0.002219122283627965,43,-0.0011307199750423928
-0.000866400749927857,76636,-0.001139318736090476,44,-0.0006144466619951339
-0.0009011395577825971,78302,-0.0013068234745150923,45,-0.000573439495539785
-1.6007746550742221,79968,-38.955332561236204,46,-0.02042805222154109
-0.0027703185695618702,81634,-0.0039452569623358216,47,-0.0021194759949471004
-0.010155709311604325,83300,-0.01496186667958221,48,-0.006122767263228283
-0.0008750117629821982,84966,-0.0011405194379329236,49,-0.0006759574484813474
-0.001884569797050336,86632,-0.0027720968941393072,50,-0.0013444286535544971
-0.0015398427928641262,88298,-0.0021898321630932946,51,-0.0011370962973728928
-0.0008976930230120505,89964,-0.0012451344438864983,52,-0.000577295679670302
-0.014721986080166475,91630,-0.02403375256320012,53,-0.007649110626803542
-0.0009635497109703023,93296,-0.0013529310437316317,54,-0.0007061727875256733
-0.0046290488278432655,94962,-0.00764363740425787,55,-0.003202282299216923
-0.000841731056467848,96628,-0.001066889660493521,56,-0.0006572609926812534
-0.0032935869058278626,98294,-0.004905951903931039,57,-0.0018297362637738532
-0.0009009622161138028,99960,-0.0012953582208025329,58,-0.0007157673623557849
-0.020202043728680938,101626,-0.02723346156651811,59,-0.009931555946455957
-0.009034894244681157,103292,-0.012837737526994025,60,-0.006505640707224702
-0.0008293680128433124,104958,-0.0011329653634134216,61,-0.0006431876215832132
-0.00999008513446771,106624,-0.014965129185342044,62,-0.006294765150865836
-0.0009833348031937296,108290,-0.0014609995055145362,63,-0.000785489454789066
-0.0034406111712675025,109956,-0.005641880090629333,64,-0.002430496311476715
-0.0017746856875238038,111622,-0.002602689357170756,65,-0.0010399203278148909
-0.0010828296233961325,113288,-0.0018888975690514367,66,-0.0007505599169578915
-0.0014699503714397536,114954,-0.001945774163183858,67,-0.001093134920699992
-0.0015719869326340477,116620,-0.002152727011877228,68,-0.001222262295599906
-0.001129843489116902,118286,-0.0019192120688576511,69,-0.0008386440546997956
-0.0008533565648709101,119952,-0.0010845502000456204,70,-0.0005778209063366448
-0.015530772249701659,121618,-0.03225402712351246,71,-0.009790309706997534
-0.046057365390017264,123284,-0.06337835653470879,72,-0.026236177337840873
-0.025831049414897212,124950,-0.04140818169724105,73,-0.01637341505186973
-0.007256636317704712,126616,-0.012991728038185634,74,-0.00460026675952318
-0.0025814817168829103,128282,-0.003331729258589347,75,-0.0019670739117084515
-0.01024857548855005,129948,-0.015154869945930717,76,-0.006626562347866407
-0.0008487703058609018,131614,-0.0010786306971185048,77,-0.0005996629927979587
-0.0009557224099073597,133280,-0.0014235997698123504,78,-0.000670141842428965
-0.0008791368007304032,134946,-0.0011466858531918192,79,-0.0006969199515260676
