AverageReturn,TotalSamples,MinimumReturn,Iteration,MaximumReturn
-6.725743802859912,8017,-22.320636937324544,,11.81281895366332
-6.772804949940641,12017,-19.605847872530543,1,15.162881581212877
-6.595453520627749,16024,-20.721920681969657,2,10.461678868881833
-6.580983386929061,20025,-17.88698309760801,3,7.439809065822808
-6.106774776537709,24031,-19.9624749175929,4,7.433220886807573
-6.117323561930636,28035,-18.125239773790366,5,11.917470968874317
-6.144412198213348,32035,-15.876211630322471,6,5.992484750673353
-6.088959368673149,36037,-16.441533715069262,7,0.5578618986159203
-6.367577058608939,40039,-17.81159194344991,8,3.5977087726852233
-6.295513652194905,44041,-17.593760447496756,9,8.2345134303739
-6.329694280913922,48041,-17.77162200274963,10,0.2693982515178226
-6.150452741235686,52044,-15.291506482144365,11,2.9275003160121273
-6.164194153684291,56048,-18.24495817397785,12,5.028114497654803
-6.140838778906295,60048,-13.609110538232075,13,-0.176380112861938
-6.114612762964719,64048,-18.693281599660928,14,0.3246555029579339
-5.973368024527986,68050,-12.460503549137767,15,0.9274710363497094
-6.091516314040056,72054,-13.689481950389222,16,0.47937751318414334
-6.148778042438801,76056,-13.540708520299578,17,-0.7701871641248126
-5.922845968617956,80058,-12.64064599564421,18,4.421333212890341
-6.112633805875772,84062,-13.105885260229682,19,0.7296875239452012
-5.95950649371867,88064,-14.587413678716981,20,4.826496246521137
-6.237939067268096,92068,-15.60564981849853,21,3.291180861745229
-6.12769667349935,96071,-13.103761904061976,22,-0.3683902427228365
-6.089060993120624,100077,-13.308726456246147,23,2.5408879666290995
-5.993916669287171,104081,-12.85732482321953,24,1.8289295713932514
-6.123380708238019,108083,-13.957180362273041,25,5.297112544018445
-6.189674577356072,112085,-14.73442765038976,26,6.243195780913917
-6.087815770744121,116089,-13.858527379471264,27,6.115005007435562
-6.305417692960397,120091,-23.2152031202234,28,6.111272593976707
-6.322190587503762,124095,-15.720304649799878,29,1.79381909079226
-6.2734542707118965,128096,-16.432869619032928,30,0.8564420694554318
-6.063390369360064,132097,-18.32930892570668,31,2.2942992641536755
-6.13767119683525,136102,-14.081361295102788,32,1.3845810492359933
