AverageReturn,Iteration,MinimumReturn,TotalSamples,MaximumReturn
-2203.913748932821,,-2294.23289052525,8000,-1898.2566416955099
-2486.35699056668,1,-2509.6465380941077,12000,-2454.5066931838637
-1572.423805066639,2,-1945.3665905449761,16000,-1339.9247564468108
-1512.6229447732876,3,-2151.77160814351,20000,-1047.050673225531
-1521.5310868529566,4,-1744.1689770222772,24000,-1170.063120250778
-1713.8944411238933,5,-2220.8577385743192,28000,-870.8449959851957
-578.0126719120898,6,-1122.2892138936008,32000,-219.84831397808128
-442.93410135983913,7,-1257.1595007191,36000,198.32756765601815
-579.6014010436342,8,-1301.3617235656923,40000,263.63738636391673
228.47589220076028,9,-172.0849441571835,44000,703.5959520985128
-83.41542838718757,10,-1246.6776880884954,48000,1737.1947071578518
-145.29130757945381,11,-1031.5134601502727,52000,555.2284504482471
246.50043749909412,12,-31.846117592874943,56000,485.3090691718688
-134.2872893965858,13,-1624.9772499366293,60000,1325.3881423053663
291.84709400709653,14,-358.83340518722196,64000,726.1373879209016
-40.642153028514066,15,-487.20207650905525,68000,293.88645339208307
818.8701905834401,16,-191.8493259036032,72000,1897.7123150606935
184.99423568898206,17,-1306.8866720990618,76000,1453.1986317884398
684.7014821112398,18,322.6524676779669,80000,1135.2297740276772
654.9592658416069,19,190.06145012896147,84000,1417.399045368469
1129.7062020240942,20,441.34772477445074,88000,1910.847925117006
1176.6773694384756,21,53.74946086978701,92000,1989.9561509875646
987.3619275988436,22,55.3747506580131,96000,1616.9391372161142
640.0589413602021,23,-1291.7532695397788,100000,1679.3658819094696
106.8331683549124,24,-1573.0933470155164,104000,2042.1873190274105
638.1069310540956,25,-512.8424370582857,108000,1612.7675621748058
615.2753486875208,26,-1395.2643300979214,112000,1336.330490507312
1222.801101623927,27,877.7204804136322,116000,1650.3467798756901
123.07195676061876,28,-1551.6869046087843,120000,1321.844235940201
1035.2641661926004,29,42.44652429995872,124000,1826.5768501932985
1100.4246001199883,30,47.362271594906915,128000,2332.530745909871
1725.050537402875,31,1434.2395443196572,132000,2210.440483473885
2038.6999767455281,32,1574.856057783955,136000,2300.339760055057
