AverageReturn,TotalSamples,MinimumReturn,Iteration,MaximumReturn
-7.348520391282344,8016,-29.36344827089823,,14.285388693102654
-7.173399648890702,12019,-20.902909363454594,1,2.7670749959457583
-6.616423405589066,16024,-19.138858330774344,2,0.33608156262638933
-6.3894684583946475,20024,-17.757694951215804,3,4.452539889503717
-6.777228791170446,24024,-20.830224094760453,4,15.14049911243572
-7.062193628656205,28024,-20.542157989179433,5,29.63104618322528
-6.9115525655412515,32028,-18.42434996267171,6,6.727072109428465
-6.705431965710655,36034,-19.48792347146105,7,19.807157729523386
-7.2141901272070434,40044,-22.221391024702832,8,14.94926831550035
-6.771739106623187,44054,-19.884585837785043,9,11.897529811812571
-6.574357598729317,48062,-19.584519947559663,10,6.380577413031516
-6.931741336165983,52062,-20.286154284519775,11,10.310434893474792
-7.0279830557367395,56062,-18.51718347987765,12,8.852425248035956
-7.004149728373157,60065,-18.29868177228569,13,6.582737177260248
-6.495906081870035,64067,-19.547759874691497,14,9.57869542931058
-6.445312146473862,68068,-17.887863827253828,15,14.657634579273395
-6.688542106417067,72070,-16.963200153777453,16,3.786825998601546
-7.011147928792586,76074,-20.077530862877083,17,2.742663595036893
-6.561709907255229,80076,-21.34722990280918,18,8.523567249835631
-6.7641536530859865,84078,-18.088288495811682,19,3.3957256176369417
-6.904146885827745,88082,-19.39470478532551,20,3.0202413121982357
-6.82054792520025,92088,-20.237230677877584,21,5.385454567109326
-6.714675613065255,96088,-19.880350978786424,22,3.5560615442734926
-6.506515280252188,100090,-17.914002862753016,23,5.262737994077267
-6.529425493748079,104090,-18.056228983080455,24,3.439827602410141
-6.7559994959013565,108091,-19.486547700753828,25,7.735262475948306
-6.792490787907907,112097,-19.72381871556238,26,2.9709523718044943
-6.888256766014681,116098,-22.701913671210846,27,1.5134199645895932
-6.711782769735164,120098,-18.514652553477877,28,5.304167207490113
-6.597497252177257,124101,-18.635505915954877,29,3.8199907488552203
-6.709162981455877,128103,-20.84630321323248,30,12.774711323975346
-6.565540920845016,132103,-17.964994164591708,31,26.83372075414674
-6.793519659247064,136104,-18.199290267734376,32,4.721368924824843
