AverageReturn,TotalSamples,Iteration,MaximumReturn,MinimumReturn
-105.847772535249,3332,,-55.85691766258935,-142.61793662017274
-12.21433985444577,4998,1,-0.10359319601233855,-43.90429864897171
-1.0684436556294628,6664,2,-0.03569011134693391,-12.498354125631518
-0.0169751865143137,8330,3,-0.010701912489605506,-0.02386435332072742
-0.050048912173167655,9996,4,-0.03040007154775362,-0.21331579672545092
-6.181665596263088,11662,5,-0.061283022236010655,-29.445161654854402
-0.0563967533081712,13328,6,-0.03136593665779845,-0.0830407704633585
-0.002897664731818952,14994,7,-0.002005608444603243,-0.004128193484964766
-54.19336386442549,16660,8,-1.0044337339806062,-121.52558075178055
-0.04758837921274989,18326,9,-0.03376604997943261,-0.06603957345689822
-0.007503724148941352,19992,10,-0.0053161731212022795,-0.009610739513563915
-0.01345210609019205,21658,11,-0.0107237122455417,-0.020777673743218705
-0.018783298622152122,23324,12,-0.012647273636688505,-0.02755387004401162
-0.001899596439878881,24990,13,-0.0013632481196947412,-0.002690416166756079
-1.037271462379353,26656,14,-0.02731509096841057,-24.866876084878008
-0.009489678263646216,28322,15,-0.007782332966403488,-0.01099888004620882
-0.03210381644049288,29988,16,-0.021290685231794823,-0.05030507610101028
-0.0014053387314179786,31654,17,-0.0008569638561382678,-0.002011535779880044
-1.4039496924935864,33320,18,-0.029474247542447603,-31.08478306263762
-0.0030084726832540366,34986,19,-0.002222161247795206,-0.0046546182110527795
-0.017615749965445338,36652,20,-0.014299662173695686,-0.021587135621960133
-0.03861061343100513,38318,21,-0.016784923115786544,-0.20062485290355703
-11.32151979516314,39984,22,-0.06351968243617574,-70.44686591588103
-6.4454886848203525,41650,23,-0.04447896965799603,-44.66607415122341
-12.534991787711702,43316,24,-0.12452179504824337,-57.2869202181024
-0.018523707985007323,44982,25,-0.012886175221539802,-0.023247207150630684
-0.020155075007953042,46648,26,-0.01076847932519985,-0.046133806183299764
-0.0011012027034909594,48314,27,-0.0007184875971292875,-0.0016731601146007444
-0.0009327235853611947,49980,28,-0.0006559330420584718,-0.001373150551205879
-0.0010477456556934191,51646,29,-0.0007682290507028436,-0.0017137053086501194
-0.03416846749105303,53312,30,-0.018960725204563992,-0.09602663337152095
-0.0018332026635477592,54978,31,-0.001383719697465216,-0.0025004907727777916
-0.0010474754008258109,56644,32,-0.0007331180629499017,-0.0017636531582340528
-0.009420606947343783,58310,33,-0.005958381247593216,-0.013832942970750666
-0.001169340178888555,59976,34,-0.0007017645751509169,-0.0020021298525957462
-0.00548868642927569,61642,35,-0.0033840041812164554,-0.007191185183641458
-0.016303919339620512,63308,36,-0.0081239412777795,-0.024706119504823737
-0.005092746862498189,64974,37,-0.003946180044026761,-0.00664750195161987
-0.0033975227513796157,66640,38,-0.0024383647729157897,-0.004915218605008586
-0.001168688568618713,68306,39,-0.0006649107488464299,-0.0017656466968540153
-1.1076641352354033,69972,40,-0.023501166408712262,-19.536138758241535
-0.005757983174953577,71638,41,-0.0032169356759600225,-0.008068582313822311
-0.001329794360150184,73304,42,-0.0008174995799597316,-0.001942667016357321
-0.0032737644555501533,74970,43,-0.0022199151381719624,-0.00408140595475638
-0.0011214753772136898,76636,44,-0.0007730827227961228,-0.00199547534228386
-0.004066057449290651,78302,45,-0.0028809654153642,-0.005536173278756163
-0.0011716027505400647,79968,46,-0.0007293827016577464,-0.0018587522109245395
-0.0011416537240152745,81634,47,-0.0008045666426803525,-0.0020287064059761567
-0.003080195393637282,83300,48,-0.0019390463803501048,-0.005391841300372862
-0.0014834980743385433,84966,49,-0.0010461297897861337,-0.002186936008253666
-0.0022219132646797528,86632,50,-0.0015155654787132708,-0.0032175267689984626
-0.0010691546206883836,88298,51,-0.0006539365896064552,-0.0015923423309369962
-0.0011911984807672447,89964,52,-0.0007853987210120382,-0.001574650046248655
-0.0017231776363160706,91630,53,-0.001210541760424113,-0.0028515212779238438
-0.0021653002150206647,93296,54,-0.001588006647688797,-0.0038285413890913693
-0.0010298835058764589,94962,55,-0.0006990918964846797,-0.0013512820230719234
-0.001095199748980508,96628,56,-0.0007436400963614206,-0.0019405303304264408
-0.002852189987408426,98294,57,-0.001801456314337653,-0.003952253940760803
-0.0033800481326964993,99960,58,-0.0019384062359926008,-0.0045452420265629815
-0.0035109939415665786,101626,59,-0.0020330081520071475,-0.005499732277235558
-0.0011212239767893755,103292,60,-0.000715902658945919,-0.0015853095418783682
-0.0010421695676735459,104958,61,-0.0007689567909308405,-0.0013512455606702254
-0.001194057940600707,106624,62,-0.0008463025345079435,-0.0016218732315655877
-0.0012323708327079247,108290,63,-0.0007748454106157317,-0.0017392164607341154
-0.001124809232843234,109956,64,-0.0007855126036056962,-0.0018998410550452153
-0.0010832335553543411,111622,65,-0.000846022890049701,-0.0014474932175960566
-0.003679555900701498,113288,66,-0.0027105235896418933,-0.006011591492717814
-0.00171353993416335,114954,67,-0.0011748471155572486,-0.002913566122308569
-0.005058606289074853,116620,68,-0.0038812578996663084,-0.0066300626786076995
-0.001007011889367595,118286,69,-0.0007203698452300362,-0.0015600568495494997
-0.004580894438068918,119952,70,-0.0034902942494032868,-0.006174809037477008
-0.0010356890915718946,121618,71,-0.0007796367078529371,-0.0015181435588919531
-0.0017526615751716939,123284,72,-0.0012699563112698285,-0.002433877242775849
-0.0036102412695687095,124950,73,-0.002195496721525374,-0.0057485794160601865
-0.0012508466577228513,126616,74,-0.0009337766602912391,-0.0017089373250945305
-0.0011409931694453359,128282,75,-0.0007724563873567597,-0.0015206594766793702
-0.00327219428496526,129948,76,-0.0022889032159168076,-0.004355693629531007
-0.0010478886094524693,131614,77,-0.0007421133819940496,-0.0013997891098262874
-0.0011222228675639224,133280,78,-0.0007699577133582144,-0.0017617115501121796
-0.002740475896181216,134946,79,-0.00191300666489882,-0.0037877954360537778
