AverageReturn,TotalSamples,MinimumReturn,Iteration,MaximumReturn
-6.072104006939809,8023,-20.861963467074172,,6.779673765259473
-6.55946886703812,12023,-19.86310929433055,1,14.722129222229658
-6.7057681581678725,16025,-20.331647412683317,2,2.06636159890432
-6.3995554262952465,20029,-19.62583334786113,3,2.823959025722194
-6.606583318693541,24031,-20.291961840638134,4,4.448960551312981
-6.645711243854061,28031,-17.772988256097246,5,1.3957714056388442
-6.8609492064378035,32031,-18.41758304608916,6,2.9215958398444397
-6.6993159790986025,36034,-17.871684027360363,7,-1.0121212162739128
-6.690691595683379,40036,-17.70514793467705,8,0.5648002972783961
-6.5310225554835935,44038,-18.973098142845032,9,0.06930520139449747
-6.614859961476556,48038,-17.70635304508402,10,0.9419362027980582
-7.516965588960772,52042,-21.839717800927104,11,1.0943990447556635
-8.214039773999223,56050,-20.866052345704336,12,2.6088491673490637
-8.294630247600272,60058,-23.351967953842344,13,1.7099008881928208
-47.30663842001945,64093,-96.67276748388437,14,9.43237815579227
-43.405472729285215,68177,-126.76061799877569,15,158.97145256822395
-46.760817099413465,72203,-111.01831579608688,16,0.042310194394688194
-42.337499196649986,76242,-94.81157070791316,17,-2.0785521501881536
-43.37146835613154,80266,-96.99327087499586,18,-1.917740771854842
-76.07596960194675,84315,-123.12290154253593,19,-30.528731396389176
-70.64578799394911,88342,-131.88451039706166,20,10.01377444203509
-74.91400205822904,92352,-109.73506900740354,21,-22.13150169154041
-74.3307432898924,96411,-103.49919920806316,22,-29.917916860653065
-77.6804171926538,100428,-110.88385556309885,23,-35.02402511219949
-74.07097339964764,104450,-105.08402041297381,24,-35.15536705975834
-75.58633871177436,108506,-123.8788239408944,25,-29.272417155557047
-75.84130620944741,112557,-125.1137693247497,26,-45.841386688842775
-78.11678312982289,116588,-104.72594725125852,27,-34.69652751622568
-78.05830829641143,120655,-112.13316791389316,28,-48.38504249629663
-77.61866105339836,124680,-106.0896272340268,29,-54.05645791720255
-76.1466714667931,128723,-103.37429290260658,30,11.64838021383644
-77.33799615222269,132724,-113.01952979731166,31,-43.15511944651851
-79.78620608332467,136737,-120.87014972586195,32,-43.341069327958905
