AverageReturn,TotalSamples,MinimumReturn,Iteration,MaximumReturn
-6.8023874377247,8023,-20.884707795095288,,2.759754348798383
-6.274786795290994,12024,-18.455370783981163,1,9.149845789481938
-6.367831598973655,16028,-18.97781247440858,2,4.451628874950166
-5.899261884742688,20029,-21.689939097997765,3,5.28088309085643
-6.031336299739796,24033,-18.710434964533988,4,4.53283570708663
-6.110875691415188,28035,-16.875182774936,5,7.89556146839388
-6.264007664904294,32038,-16.21193470692935,6,5.339669219130318
-6.194093875419669,36038,-15.426544540277945,7,4.348136709257496
-6.343511206639454,40043,-19.817687307974126,8,7.0119461303729675
-6.21844704534988,44046,-23.220997926037946,9,4.061271454772915
-6.486660127715381,48048,-17.13532891389967,10,-0.924069258278948
-6.500148889017391,52048,-17.564601155303674,11,0.4970466132382132
-6.66239135809826,56053,-19.60294332808107,12,0.4630904660895282
-6.536185833493729,60058,-17.797426412312912,13,0.730117411051006
-6.623277148248984,64058,-18.329482456491803,14,-0.3221080218253076
-6.531961402060784,68062,-16.8037025566612,15,0.4166104592611055
-6.437170684154193,72062,-18.273114554435494,16,2.417018000810385
-6.374466721575347,76064,-17.448761893293778,17,2.6005455754052735
-6.643022094388988,80068,-15.69710759192635,18,0.6616048326002264
-6.650758894620721,84071,-16.96621087586462,19,1.4166373814025541
-6.578761940530576,88074,-17.30651085718449,20,1.6847060860150453
-6.637679171076871,92076,-17.58078151764178,21,0.22698731586651566
-6.715328230250515,96076,-19.249565028899426,22,0.5793557808360443
-6.608116657474082,100078,-17.501287225568944,23,0.06334122952835841
-6.501758098195077,104080,-16.492331139145826,24,1.1844454832942635
-6.644024285132996,108084,-17.919712394650144,25,-0.13285433842615202
-6.494162075568758,112087,-16.010153953590645,26,1.7096193019188717
-6.513158918136892,116088,-15.1410987392563,27,2.803234826507249
-6.434151118457879,120092,-17.153850053811006,28,0.3685039802737431
-6.364103687222274,124094,-15.976146515363926,29,-0.11326295595186164
-6.350660896548863,128096,-16.442246305703204,30,-1.1677232185840607
-6.408821625843498,132099,-13.034074379982401,31,1.419906462267289
-6.392394943997907,136099,-18.044240280990298,32,0.5133238053604892
