AverageReturn,MaximumReturn,MinimumReturn,Iteration,TotalSamples
-135.58654645618034,-75.36980064390038,-166.91868461785066,,3332
-127.67172811932691,-66.06014886614332,-161.72133108533012,1,4998
-83.00896579023325,-0.7801340653050982,-175.50606878972562,2,6664
-137.75670607340092,-87.43686663734633,-161.15761820762597,3,8330
-67.30498724896816,-0.4961521069189875,-128.7788989034579,4,9996
-70.79771156466782,-0.33790956724075183,-167.9822775255043,5,11662
-15.227209984286128,-0.11798971284672455,-62.393908958085845,6,13328
-47.889734673136935,-0.6452828974876246,-87.73390843751787,7,14994
-31.29429076655944,-0.18134580030459777,-81.30247714846949,8,16660
-2.2332955321122565,-0.06601242155975401,-43.135423958412744,9,18326
-0.8313642457047875,-0.04158249460434041,-7.593936730192161,10,19992
-4.129225987816124,-0.04341907450486059,-55.78368929427916,11,21658
-14.4981377432214,-0.04858115285043875,-72.5301239637511,12,23324
-3.390229952057146,-0.02380285179269754,-59.31598614095076,13,24990
-6.663186612315017,-0.06087506467898414,-44.703794416421424,14,26656
-7.309947764128356,-0.04683500226641302,-86.04253393185498,15,28322
-15.294502910514721,-0.06158342197756693,-57.489313120494195,16,29988
-22.773656218730466,-0.1738873261075568,-132.0566806467507,17,31654
-16.288754382400136,-0.12463426708323018,-73.00403680865142,18,33320
-12.654790250544197,-0.06433665137501249,-85.77562215710005,19,34986
-27.606127441432886,-0.03946828170945711,-91.86862214452137,20,36652
-12.7032566213801,-0.10255317338976752,-85.64836780542865,21,38318
-27.035161995618957,-0.1512513370570599,-106.88779761096603,22,39984
-23.446241131934794,-0.2091390658920358,-96.15278448861524,23,41650
-44.836107622014424,-0.13881360439667334,-110.26584349772182,24,43316
-27.277090177197536,-0.07786397543847132,-89.80148882495983,25,44982
-19.89042602012359,-0.07023705342334147,-93.31277396252062,26,46648
-12.124438763713684,-0.024970885453265666,-98.47909171335662,27,48314
-15.575469530776452,-0.07159301112591587,-74.90517647938604,28,49980
-9.273576597546406,-0.15128518974377886,-121.85263689462495,29,51646
-13.218606966407357,-0.06641684192368912,-83.69792557822072,30,53312
-9.071653629585276,-0.1092892388613003,-67.60913358956566,31,54978
-112.0271676646812,-56.53005116870127,-156.16725699821646,32,56644
-62.705733612914536,-0.1820676132296463,-121.50205962560253,33,58310
-25.420180231021973,-0.15484624216071927,-103.12356789501368,34,59976
-1.3155934612157705,-0.09404224854513638,-12.967926386377162,35,61642
-15.023263284922878,-0.0933080707872913,-75.77159409720421,36,63308
-12.486093576181483,-0.07345779447060585,-77.93197429522172,37,64974
-54.29265838527018,-0.15946806030536706,-111.59133707957362,38,66640
-9.59017847298239,-0.07530962384570747,-45.860710881040625,39,68306
-34.088027956128485,-0.055701877191139094,-104.57305820923558,40,69972
-7.093793630086034,-0.1467443867025819,-53.55201302464136,41,71638
-1.27572320231751,-0.0941125715710001,-17.1118458293898,42,73304
-5.408442896407946,-0.16812682918810923,-86.16786231247403,43,74970
-12.321820368930437,-0.10313674516764405,-106.9359852840717,44,76636
-22.063745904586973,-0.13969846872399727,-105.9258523544173,45,78302
-7.907744447600228,-0.08114691474124713,-46.25383740855565,46,79968
-42.30679329583392,-0.13875868920743495,-154.83654613243203,47,81634
-86.46726019544009,-0.6533141409288408,-140.59662842303453,48,83300
-104.90085199146715,-45.88894792431125,-160.75921796999313,49,84966
-49.03424400363873,-0.3018092553885943,-158.13205667792954,50,86632
-29.513026500822203,-0.2674216964366958,-97.68035792027726,51,88298
-41.36222957621437,-0.25820555460192396,-101.86863345595548,52,89964
-72.89244407695783,-3.264457781785748,-137.22668379390353,53,91630
-105.22544516131975,-19.85794721650002,-151.1936987799248,54,93296
-79.81214075565397,-4.387799420597451,-135.01908140406417,55,94962
-69.48885546287256,-0.4320562909399443,-127.05232772387944,56,96628
-72.84928854290177,-0.36302843949848385,-136.06042216096833,57,98294
-29.665028679920987,-0.3954320827767526,-122.36402734023072,58,99960
-24.602844541590215,-0.3587487733429988,-112.0737954332983,59,101626
-26.44582627324672,-1.1803931403721375,-112.62907668757724,60,103292
-45.20371224121639,-2.2018068357635223,-138.83649654937145,61,104958
-48.52867074423167,-0.6319457655849169,-121.6147016093841,62,106624
-71.00906984244105,-0.24318192971604233,-158.24333307080045,63,108290
-45.635008707602495,-0.47741753358595285,-184.4182087226347,64,109956
-17.562603079913732,-0.265523101305911,-104.29839569500841,65,111622
-18.408196933130014,-0.2238563470105879,-157.20536008018667,66,113288
-10.007103535718123,-0.32159880022781906,-128.36560143166304,67,114954
-14.752063370281013,-0.43706769984382193,-86.94813870739338,68,116620
-1.5083231741995444,-0.2684261972219364,-13.244665668098268,69,118286
-2.352426427100442,-0.30546412399079936,-10.245035935734425,70,119952
-2.8075829901919827,-0.30888253550799066,-23.49522553767943,71,121618
-19.739664890003855,-0.30009642092844624,-171.82058839780754,72,123284
-8.649296552320516,-0.33832674938321805,-138.88464351877332,73,124950
-10.87804405014917,-0.2735204086094611,-129.95271001195104,74,126616
-16.209159990324473,-0.35163747274092555,-138.73271897027817,75,128282
-0.7339154234721326,-0.12406811484796886,-4.0280575616846,76,129948
-61.03915775880595,-0.20546768120908948,-120.02063176439759,77,131614
-40.53321167910631,-0.2929239206636994,-104.12027625251937,78,133280
-66.99265713896695,-0.4280850247773074,-145.64137927925435,79,134946
