AverageReturn,TotalSamples,MinimumReturn,Iteration,MaximumReturn
-0.026829678534529826,3332,-0.05656289648286541,,-0.015550540245697244
-0.0026687276784697687,4998,-0.003587442711381902,1,-0.0020881750633830486
-0.0008148589975519986,6664,-0.0012449754143130304,2,-0.0006054067465258352
-0.0009842772606041383,8330,-0.0015556962650405523,3,-0.0006814339729659725
-0.0008719692311924791,9996,-0.0013363515675216897,4,-0.0006655617185434863
-0.0010899507144982085,11662,-0.0018612809055125244,5,-0.0007599968990047516
-0.013809620978155732,13328,-0.021573899025293667,6,-0.008589699742044635
-0.001148574606010761,14994,-0.001517424311835355,7,-0.0006610732308955051
-0.0009643312540722969,16660,-0.0011546215746166507,8,-0.0007741975213187073
-0.0039000281392640923,18326,-0.005746600704695559,9,-0.002646660890606782
-0.0012744196801757438,19992,-0.0017721780698440736,10,-0.0006050857503488576
-0.0009541541987589529,21658,-0.0014533691569378069,11,-0.0006302568111863805
-0.0008719681779559809,23324,-0.0012337086889603818,12,-0.0006497422940791224
-0.007703307385313738,24990,-0.01014000467333624,13,-0.005268997210554057
-0.00424597700115018,26656,-0.007898227493489339,14,-0.0020517879645123244
-0.008517440560965105,28322,-0.011090378596031361,15,-0.005390037811003942
-0.0011811020029031854,29988,-0.0016634165352852647,16,-0.0008467852031358816
-0.0008772865566130403,31654,-0.0012595608506937692,17,-0.0006134602813859768
-0.001231611033638701,33320,-0.0019167415366797133,18,-0.0008541136262648611
-0.0009536517098181088,34986,-0.0020463870341969003,19,-0.0006579088306598375
-0.0008996412682161568,36652,-0.0012304307094274664,20,-0.0006673506011142612
-0.005767894480440025,38318,-0.00899583188345605,21,-0.003607043200084754
-0.011362871338912109,39984,-0.017596701203013917,22,-0.008883490023869265
-0.009809559118568798,41650,-0.01639577060455812,23,-0.007017836512968794
-0.001056133572169515,43316,-0.0025631297659641362,24,-0.0005810863118195541
-0.0009948982946504244,44982,-0.001486528928264524,25,-0.0006864596421003981
-0.0008586255607780737,46648,-0.0012025109770783854,26,-0.0006588888910872157
-0.002151217527785505,48314,-0.0038236685909028116,27,-0.00131471142182441
-0.0010336337442934653,49980,-0.003755925974661203,28,-0.0006418764550536922
-0.0009311580379911975,51646,-0.0012615150794562293,29,-0.0006225804513724673
-0.0008689908223437808,53312,-0.0015330258319501309,30,-0.000585273451998372
-0.0010831509748711102,54978,-0.0014950837676781853,31,-0.0008328884382102769
-0.0008154699795635689,56644,-0.0014196760141052189,32,-0.0006330277578526091
-0.02374700083482069,58310,-0.042609578072238904,33,-0.014502827787534136
-0.00110396082148142,59976,-0.002004083966346036,34,-0.0005066490907568107
-0.001948320465833741,61642,-0.0027376365560481575,35,-0.0011915185914830328
-0.0009459009456762673,63308,-0.0013408417807630163,36,-0.0007438422160808592
-0.0009899650025105393,64974,-0.001813710807140507,37,-0.0005642198959872925
-0.0009027714632701462,66640,-0.0014230392763054092,38,-0.0006288201677123985
-0.0008890950587158565,68306,-0.0016782920391654416,39,-0.0005510295380587475
-0.0010121862735457154,69972,-0.002116193354145805,40,-0.0006388192636498168
-0.0010179403560740675,71638,-0.001649984753817586,41,-0.0006122558338698054
-0.0010110708162879977,73304,-0.001585467217749205,42,-0.0006736170637631957
-0.0010005064932326075,74970,-0.0015684047000144362,43,-0.0006861874918142243
-0.0011554967138452132,76636,-0.002262239218970726,44,-0.0006572318639127437
-0.001020278311722644,78302,-0.0022751537493532546,45,-0.0006322978749704698
-0.001229894407927238,79968,-0.002290476479445573,46,-0.0008434300714259473
-0.0009381768009615113,81634,-0.0017264249232367098,47,-0.0005946166758397305
-0.0008925447560076568,83300,-0.0011583652667168732,48,-0.0006963419718524907
-0.0009621251030383681,84966,-0.0014728358707672335,49,-0.000645173622609047
-0.001072202060366347,86632,-0.0017265016566510947,50,-0.0007495580779414683
-0.00264602330627605,88298,-0.004453561957984106,51,-0.00197935040800448
-0.0011993641615948543,89964,-0.0026594680745082,52,-0.0006964422741651172
-0.001129062110462774,91630,-0.00203033330812283,53,-0.0007125908045416125
-0.002174753521310979,93296,-0.005988947880431236,54,-0.0012306411986808556
-0.0009977386017094043,94962,-0.0018275314080573894,55,-0.0006211257794230155
-0.0015133843790831622,96628,-0.002329047909308443,56,-0.0011979834226070408
-0.0010613296561298815,98294,-0.001924702844334821,57,-0.0006428493276138042
-0.0011287292271831375,99960,-0.0028481641941774894,58,-0.0006107631537333126
-0.0009853352549977045,101626,-0.0014866225546831047,59,-0.0007031979849856884
-0.001023562989514482,103292,-0.002161228672933414,60,-0.0006523205792480993
-0.0010470699355973425,104958,-0.0016101653345720179,61,-0.0006371949121051095
-0.001062331602743729,106624,-0.0021458614948924146,62,-0.000733056465738393
-0.000986995099420008,108290,-0.0013609016859681287,63,-0.0006161424201342478
-0.0010615377053725876,109956,-0.0029186656071917183,64,-0.0007301155386449094
-0.0010550346494563926,111622,-0.0021725933116144543,65,-0.0006347775767313339
-0.001160316082026915,113288,-0.0017857394656776433,66,-0.0008435879436321351
-0.0011465116520540239,114954,-0.002329008047505449,67,-0.0005914270279928794
-0.0009497502701388322,116620,-0.0011959488438284076,68,-0.0006715779783693259
-0.0010164346482559353,118286,-0.0014967798583383587,69,-0.0007651599940638458
-0.0010160212588337634,119952,-0.0017629225337124365,70,-0.0006271247473351744
-0.0009325741283636997,121618,-0.0013536112721380569,71,-0.0006980828641188706
-0.0022049030405000654,123284,-0.0031994658321252514,72,-0.0016680998327113425
-0.0011215167475618908,124950,-0.0018117227583127112,73,-0.0007196179720967994
-0.001146825974969348,126616,-0.0018136426905484666,74,-0.0007055718970551631
-0.0010738639671112424,128282,-0.0016777878557861488,75,-0.0007629417249191132
-0.0011371451468066465,129948,-0.0017951031443363043,76,-0.0008292905168802516
-0.0013323958994117654,131614,-0.0022038746994234655,77,-0.0008879472543535839
-0.001061245915757692,133280,-0.0015853639519467061,78,-0.0005712326078573864
-0.001072610958802731,134946,-0.0016137887257414005,79,-0.0008322038911851714
