AverageReturn,TotalSamples,Iteration,MaximumReturn,MinimumReturn
-0.44655330216090255,3332,,-0.024023185788330636,-7.8757532350787445
-0.005306727324230066,4998,1,-0.0034898915482401314,-0.008166174599910252
-1.9185690822682107,6664,2,-0.03690479010229582,-20.409422604423135
-0.03637653425409232,8330,3,-0.02324304484004672,-0.06055124753415134
-0.0030194042417273966,9996,4,-0.0019848829627059257,-0.004472340287773754
-0.02225754201533741,11662,5,-0.013831508481633753,-0.03343841889415079
-20.79322886348832,13328,6,-1.2708019786756326,-72.14556561681825
-0.0434024755525221,14994,7,-0.02412142833420293,-0.06730972875097459
-0.040320378916321634,16660,8,-0.0244465095357849,-0.09634119401229353
-0.01061047848206961,18326,9,-0.006164668125512606,-0.01572231657597447
-0.14404310374598678,19992,10,-0.04518875817809015,-0.33363635655207147
-1.9253579009961228,21658,11,-0.03314189732265882,-46.8175939653647
-0.004554520720022839,23324,12,-0.003441237891628676,-0.0062799237993343285
-0.044483666234492666,24990,13,-0.02042970976240689,-0.08465600348217832
-0.0020540194563816285,26656,14,-0.0014435861269793424,-0.002893235023784768
-0.0012691519249620137,28322,15,-0.0008466354151412865,-0.0020485296511566194
-3.9651408991131922,29988,16,-0.05196621365836387,-35.228252304048524
-1.027843664535891,31654,17,-0.03341117909686655,-18.390286477604807
-0.0071702694182551145,33320,18,-0.005336407697240768,-0.009812932072750647
-4.770451640650585,34986,19,-0.03864769292783085,-85.05451478093687
-0.006816848499570369,36652,20,-0.005287432412196678,-0.009799011861785748
-0.014925903157144234,38318,21,-0.00930999296872642,-0.026679510869473115
-0.001204921780476943,39984,22,-0.0008383636994773996,-0.0017832452865681925
-0.0030818785284479834,41650,23,-0.0019946744006357343,-0.004530415969213102
-0.0009787815905173726,43316,24,-0.0006242032667292514,-0.0013226393733745993
-5.5098166109774205,44982,25,-0.0431966710242123,-45.08068577269491
-7.599787076964077,46648,26,-0.06698693935580641,-30.48250300426705
-0.051862582647522235,48314,27,-0.027144971392977616,-0.12961253635062647
-0.003126237362658715,49980,28,-0.002297378784454528,-0.004904569333507441
-0.004919801930737444,51646,29,-0.003301169856186282,-0.00725742192864114
-0.004704082255276982,53312,30,-0.003242276156264384,-0.007444141801273626
-0.006207691898813562,54978,31,-0.004059423437022513,-0.00787547313127643
-0.0010514577322504888,56644,32,-0.000763590844552572,-0.001375763793764377
-0.002434378820187049,58310,33,-0.0016466792000711101,-0.003937818608649089
-0.000957960008714921,59976,34,-0.0007232634892790051,-0.0012389547499807977
-0.0017770083062080499,61642,35,-0.0012517787629581802,-0.0022616197474980395
-0.004651677999255781,63308,36,-0.0026500381703851174,-0.006857189189345002
-0.001855617492962944,64974,37,-0.0013941854913684338,-0.0026270454224068865
-7.762702861525697,66640,38,-0.05045395479801937,-50.24471365174829
-1.8294189473244638,68306,39,-0.03812163988262025,-40.42316321556598
-0.0027259756109790085,69972,40,-0.0019716110839757147,-0.0038069386489926124
-0.001581342099103655,71638,41,-0.0009509355798593737,-0.002504524608796304
-0.0015328338725785421,73304,42,-0.0010487962021559197,-0.002519692615165483
-0.001081764026554716,74970,43,-0.0007968224945112719,-0.0017226250999598533
-0.007508234763369207,76636,44,-0.00516422132618868,-0.00943814467259139
-0.0026763262900678735,78302,45,-0.0017206433111877878,-0.0039492676795597585
-0.0025261777352957775,79968,46,-0.0016708938708809476,-0.003169006049368569
-0.0009701610402390523,81634,47,-0.0006808018174071253,-0.0012910810998931202
-0.0009862774102800409,83300,48,-0.0007412534130686524,-0.0014939664040815848
-0.0009898440760053395,84966,49,-0.0007086634437927679,-0.0013544899373106013
-0.0009869542071889077,86632,50,-0.0005742467298948112,-0.0020070259826421508
-0.005916754587860654,88298,51,-0.003503239245019265,-0.008166141164562588
-0.002856222564514712,89964,52,-0.0021614202679958285,-0.0040060148513194
-0.0010658441564413057,91630,53,-0.0006765691372885922,-0.0015277464955162862
-0.0037251743653844266,93296,54,-0.002720717699684183,-0.005167755756359909
-0.012569055380374101,94962,55,-0.00651162436632329,-0.018860951024542588
-0.0010362584875571131,96628,56,-0.0008052273693934655,-0.0013924909348322898
-0.0009954962961567172,98294,57,-0.0007006477925104323,-0.0013494094310398444
-0.0016666238347525866,99960,58,-0.001224472692150584,-0.0027665977756438248
-0.0009986506395049763,101626,59,-0.0005771993077749744,-0.0014744568580065077
-0.003239630121942432,103292,60,-0.0024199329681504063,-0.005367922288673195
-0.0026585562671600656,104958,61,-0.0015753702486512044,-0.003758642238071674
-0.0012179496205955984,106624,62,-0.0008241173300934548,-0.00171329914562057
-0.0028339176605290638,108290,63,-0.0018374867577517356,-0.004526407208531106
-0.0010616924647754483,109956,64,-0.0006887632126606112,-0.0013992671190013468
-0.0009552240370103475,111622,65,-0.0007324863445977163,-0.0013476636438550557
-0.0012877914539312226,113288,66,-0.0010661309148865539,-0.0016998456128296164
-0.0027397735154293303,114954,67,-0.001983363437883393,-0.0038462278806440458
-0.0010128156925174531,116620,68,-0.0007958331507959416,-0.0013619311986556818
-0.001040961878780213,118286,69,-0.0007474138055854122,-0.001392238225538526
-0.001022625015010244,119952,70,-0.0007254260773409708,-0.0013405601152924691
-0.0010007543660203503,121618,71,-0.0006959062585052799,-0.0013920064544829087
-0.0010790788474370734,123284,72,-0.0007514951314533859,-0.0014692712676774018
-0.0011048687555299756,124950,73,-0.0008312858576405912,-0.001404690119465368
-0.001903671483486088,126616,74,-0.0013468487600874943,-0.002605011425699758
-0.0009334226337969352,128282,75,-0.0006887064304246259,-0.0011911901010540843
-0.0010654112030831122,129948,76,-0.0007349333270438592,-0.0014852415493152669
-0.0010875169301806516,131614,77,-0.0008251014773010698,-0.0016097806329998148
-0.0009338324768186605,133280,78,-0.0006597225022929675,-0.0013037281937417122
-0.0010047334121969446,134946,79,-0.0006919847028706066,-0.0013556557237856042
