AverageReturn,TotalSamples,MinimumReturn,Iteration,MaximumReturn
-7.9408673714520335,8021,-41.83485914604249,,53.39203661781691
-8.67401105368427,12029,-40.3205644329075,1,20.559971119629214
-9.052176952939535,16060,-45.736719481924695,2,25.548095444952057
-8.898896266545995,20061,-44.05056140857356,3,55.26845322432728
-9.279966783103347,24075,-32.92047693703352,4,6.471612232447102
-12.760066928660665,28115,-64.06691635547426,5,3.6455999244262776
-13.279218904241374,32127,-51.85872172075318,6,16.310366286201596
-14.571415536006601,36133,-37.51293359301261,7,2.0765110667446645
-14.172782624683657,40154,-40.038238975055,8,13.723987070039637
-14.845663051032213,44174,-46.264372785919,9,0.4532358228687505
-15.175170574521783,48192,-42.27068788659911,10,14.159149034998403
-15.738345872348878,52214,-44.592031359961624,11,4.138538161457578
-15.675152225608914,56216,-34.653958670082716,12,6.058449065845196
-15.294482861277714,60247,-35.49778981683946,13,1.489244798792821
-15.146466439339543,64269,-38.8288369919249,14,24.537571238938437
-16.8427973602227,68280,-66.74015707375312,15,-0.6575367453778824
-16.45179963004061,72282,-40.689355446128964,16,3.2191999634643076
-16.198887585921035,76296,-42.70325786490758,17,-0.09997642691351549
-16.901465987817723,80312,-58.791684327637206,18,19.14226337379256
-18.36080569294179,84316,-42.2515522226254,19,5.541560503802009
-17.6436168326002,88331,-58.782197238495556,20,34.8120342414608
-17.68368278799333,92357,-54.183858461567034,21,21.485331738763076
-15.475147177152866,96370,-89.1117371365853,22,29.0685207626172
-16.364175508928305,100372,-35.22184673326293,23,6.89071611551847
-18.462212233072623,104385,-54.83306401168331,24,122.58927633411766
-16.81409499142598,108399,-36.550630034711986,25,13.869755345975955
-19.615267613680032,112403,-62.977918348450125,26,-0.24530528388805983
-19.974785533924297,116419,-52.5586783718953,27,65.55221074034168
-16.937598728352135,120499,-42.850307317336586,28,5.491383283037172
-18.409810926245292,124507,-78.74789952254588,29,23.78109245952371
-20.36890914044084,128521,-85.41633581997334,30,0.21586205322378768
-19.37977599747315,132551,-86.8271513368925,31,13.11771539626591
-17.86215942351528,136573,-50.097355555205894,32,2.5965460573729677
